End_Time,Distance(mi),Temperature(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Speed(mph),Precipitation(in),Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Station,Stop,Traffic_Calming,Traffic_Signal,Duration,Region,State_CA,State_FL,State_Others,State_TX,City_Charlotte,City_Houston,City_Los Angeles,City_Miami,City_Orlando,City_Others,Weather_Condition_Clear / Cloudy,Weather_Condition_Fog / Low Visibility,Weather_Condition_Others,Weather_Condition_Snow,Weather_Condition_Thunderstorms / Severe Weather,Weather_Year,Weather_Month,Weather_Day,Wind_Direction_CALM,Wind_Direction_E,Wind_Direction_ENE,Wind_Direction_ESE,Wind_Direction_East,Wind_Direction_N,Wind_Direction_NE,Wind_Direction_NNE,Wind_Direction_NNW,Wind_Direction_NW,Wind_Direction_North,Wind_Direction_S,Wind_Direction_SE,Wind_Direction_SSE,Wind_Direction_SSW,Wind_Direction_SW,Wind_Direction_South,Wind_Direction_VAR,Wind_Direction_Variable,Wind_Direction_W,Wind_Direction_WNW,Wind_Direction_WSW,Wind_Direction_West,Weather_Day_of_Week_Friday,Weather_Day_of_Week_Monday,Weather_Day_of_Week_Saturday,Weather_Day_of_Week_Sunday,Weather_Day_of_Week_Thursday,Weather_Day_of_Week_Tuesday,Weather_Day_of_Week_Wednesday,Severity
1140,0.1689999999999999,78.0,84.0,29.67,10.0,10.0,0.08,0,0,0,0,0,0,0,0,0,0,0,121.85,3,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2021,10,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
572,0.488,-11.0,70.0,28.62,3.0,8.0,0.0,0,0,0,0,0,0,0,0,0,0,0,80.38333333333334,5,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2022,12,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
1084,0.265,91.0,45.0,29.87,10.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,186.03333333333333,3,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2022,5,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
1061,1.083,80.0,34.0,28.78,10.0,10.0,0.0,0,0,0,0,0,0,0,0,0,0,0,202.66666666666663,9,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2022,5,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2
509,0.0,70.0,73.0,29.72,10.0,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,105.75,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2019,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3
562,0.0,82.0,70.0,29.2,10.0,6.0,0.0,0,0,0,0,0,0,0,0,0,0,0,43.11666666666667,2,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2022,6,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
172,0.202,59.0,88.0,30.01,7.0,22.0,0.06,0,0,1,0,0,0,0,0,0,0,1,78.53333333333333,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2022,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
1088,0.151,77.0,48.0,29.4,10.0,13.0,0.0,0,0,1,0,0,0,0,0,0,0,1,124.73333333333332,9,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2022,5,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
314,0.0,50.0,93.0,28.45,10.0,15.0,0.02,0,0,0,0,0,0,0,0,0,0,0,43.31666666666667,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2021,10,28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
1384,0.205,70.0,73.0,29.1,10.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,79.41666666666667,5,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2022,9,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
551,0.0,61.0,77.0,30.35,10.0,8.0,0.0,0,0,0,0,0,0,0,0,0,0,0,57.5,3,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2022,2,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
973,0.0,78.0,39.0,29.83,10.0,16.0,0.0,0,0,0,0,1,0,0,0,0,0,0,30.0,3,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2020,4,22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
930,0.0,77.0,19.0,29.49,10.0,8.0,0.0,0,0,0,0,0,0,0,0,0,0,0,35.75,9,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2019,10,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2
736,0.617,81.0,94.0,29.95,5.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,43.0,2,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2022,8,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
